,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"w[2, 24]",-0.014,1.016,-1.937,1.873,0.009,0.014,14052.0,5542.0,1.0
"w[2, 25]",-0.003,1.039,-1.907,1.977,0.011,0.014,9081.0,5690.0,1.0
"w[2, 26]",-0.0,0.966,-1.794,1.821,0.008,0.012,14319.0,5832.0,1.0
"w[2, 27]",0.018,0.999,-1.875,1.879,0.009,0.012,12277.0,5540.0,1.0
"w[2, 28]",-0.007,1.007,-1.864,1.926,0.008,0.013,14591.0,5432.0,1.0
"w[2, 29]",0.004,1.002,-1.891,1.86,0.009,0.013,13217.0,5476.0,1.0
"w[2, 30]",0.014,1.018,-1.859,1.992,0.008,0.013,16270.0,5041.0,1.0
"w[2, 31]",-0.002,0.998,-1.845,1.909,0.008,0.012,14065.0,5523.0,1.0
"w[2, 32]",0.018,1.003,-1.859,1.852,0.008,0.013,15656.0,6027.0,1.0
"w[2, 33]",0.006,0.998,-1.873,1.869,0.008,0.013,15770.0,5795.0,1.0
"w[2, 34]",-0.0,1.01,-1.88,1.881,0.008,0.013,15724.0,5885.0,1.0
"w[2, 35]",-0.02,0.959,-1.856,1.727,0.008,0.012,15742.0,5939.0,1.0
"w[2, 36]",-0.006,1.0,-1.961,1.793,0.009,0.012,12231.0,6077.0,1.0
"w[2, 37]",0.006,0.981,-1.778,1.944,0.009,0.012,12002.0,5886.0,1.0
"w[2, 38]",-0.003,0.99,-1.834,1.864,0.008,0.013,15521.0,5642.0,1.0
"w[2, 39]",0.019,1.002,-1.888,1.848,0.008,0.013,15248.0,6078.0,1.0
"w[2, 40]",0.003,1.016,-1.973,1.862,0.008,0.012,16331.0,5645.0,1.0
"w[2, 41]",-0.003,0.99,-1.834,1.873,0.008,0.012,14459.0,5981.0,1.0
"w[2, 42]",0.003,1.016,-1.854,1.983,0.008,0.014,16433.0,5030.0,1.0
"w[2, 43]",-0.006,1.001,-1.934,1.762,0.008,0.013,14771.0,5591.0,1.0
"w[2, 44]",0.002,0.971,-1.841,1.758,0.008,0.012,14753.0,6159.0,1.0
"w[2, 45]",-0.003,1.007,-1.816,1.922,0.008,0.013,14635.0,5995.0,1.0
"w[2, 46]",-0.002,0.997,-1.783,1.961,0.008,0.013,15330.0,5686.0,1.0
"w[2, 47]",-0.013,0.983,-1.823,1.824,0.008,0.012,14725.0,5788.0,1.0
"w[2, 48]",0.008,1.001,-1.938,1.782,0.008,0.013,17282.0,5122.0,1.0
"w[2, 49]",0.001,0.998,-1.874,1.836,0.008,0.013,15816.0,5689.0,1.0
"w[2, 50]",0.004,0.984,-1.792,1.889,0.008,0.012,15655.0,5739.0,1.0
"w[2, 51]",-0.013,1.005,-1.866,1.899,0.008,0.012,14478.0,5891.0,1.0
"w[2, 52]",0.008,1.004,-1.788,1.968,0.008,0.013,16325.0,5971.0,1.0
"w[2, 53]",0.003,1.018,-1.918,1.893,0.008,0.013,15028.0,5889.0,1.0
"w[2, 54]",-0.0,0.99,-1.85,1.813,0.008,0.012,15859.0,6227.0,1.0
"w[2, 55]",-0.001,1.005,-2.01,1.761,0.01,0.012,9703.0,5688.0,1.0
"w[2, 56]",0.004,1.036,-1.999,1.862,0.011,0.013,9542.0,5812.0,1.0
"w[2, 57]",0.001,0.982,-1.816,1.804,0.008,0.013,14214.0,5604.0,1.0
"w[2, 58]",-0.024,0.948,-1.739,1.849,0.008,0.012,12707.0,5489.0,1.0
"w[2, 59]",0.001,0.976,-1.766,1.88,0.009,0.012,12918.0,5599.0,1.0
"w[2, 60]",0.005,0.987,-1.837,1.843,0.008,0.013,16046.0,5789.0,1.0
"w[2, 61]",-0.006,1.0,-1.958,1.858,0.008,0.013,15516.0,5682.0,1.0
"w[2, 62]",0.006,0.972,-1.868,1.782,0.008,0.013,15235.0,5126.0,1.0
"w[2, 63]",0.007,0.996,-1.825,1.893,0.008,0.012,14837.0,5822.0,1.0
"w[2, 64]",0.004,1.008,-1.962,1.805,0.009,0.013,13189.0,5535.0,1.0
"w[2, 65]",0.004,0.993,-1.876,1.844,0.008,0.013,15346.0,5609.0,1.0
"w[2, 66]",-0.005,0.97,-1.843,1.81,0.008,0.012,16420.0,5905.0,1.0
"w[2, 67]",0.004,0.992,-1.944,1.768,0.008,0.013,14899.0,5962.0,1.0
"w[2, 68]",0.016,0.989,-1.854,1.838,0.008,0.013,13833.0,5974.0,1.0
"w[2, 69]",-0.001,0.99,-1.729,2.016,0.008,0.012,15383.0,5036.0,1.0
"w[2, 70]",-0.005,0.968,-1.79,1.806,0.008,0.012,13528.0,5377.0,1.0
"w[2, 71]",0.006,0.983,-1.77,1.892,0.008,0.013,15534.0,5992.0,1.0
"w[2, 72]",0.009,0.996,-1.878,1.86,0.008,0.013,15415.0,5893.0,1.0
"w[2, 73]",-0.004,0.999,-1.87,1.875,0.008,0.013,15196.0,6086.0,1.0
"w[2, 74]",0.005,1.001,-1.942,1.824,0.008,0.013,15479.0,5566.0,1.0
"w[2, 75]",-0.006,1.007,-1.91,1.877,0.008,0.013,16300.0,5553.0,1.0
"w[2, 76]",0.011,0.994,-1.824,1.905,0.009,0.013,13043.0,5237.0,1.0
"w[2, 77]",0.01,0.975,-1.766,1.9,0.008,0.013,16033.0,5973.0,1.0
"w[2, 78]",-0.009,0.983,-1.857,1.867,0.008,0.013,16434.0,5812.0,1.0
"w[2, 79]",-0.003,0.966,-1.784,1.856,0.008,0.013,14293.0,5320.0,1.0
"w[2, 80]",-0.005,1.008,-1.86,1.944,0.008,0.014,14904.0,5123.0,1.0
"w[2, 81]",0.006,0.992,-1.905,1.791,0.008,0.012,16496.0,5657.0,1.0
"w[2, 82]",0.004,1.0,-1.908,1.844,0.008,0.013,15579.0,5731.0,1.0
"w[2, 83]",0.016,1.012,-1.972,1.823,0.008,0.015,15814.0,5336.0,1.0
"w[2, 84]",-0.007,1.009,-1.879,1.891,0.008,0.012,15512.0,6124.0,1.0
"w[2, 85]",0.012,1.039,-1.842,2.023,0.011,0.013,9323.0,5270.0,1.0
"w[2, 86]",-0.002,0.999,-1.839,1.912,0.008,0.012,14890.0,5805.0,1.0
"w[2, 87]",-0.006,0.991,-1.992,1.745,0.009,0.012,12314.0,5875.0,1.0
"w[2, 88]",-0.005,1.002,-1.845,1.913,0.008,0.013,16823.0,5529.0,1.0
"w[2, 89]",0.002,0.988,-1.792,1.945,0.008,0.013,14743.0,5768.0,1.0
"w[2, 90]",-0.001,1.005,-1.973,1.808,0.008,0.013,15740.0,5792.0,1.0
"w[2, 91]",-0.001,0.995,-1.874,1.854,0.008,0.013,15369.0,6169.0,1.0
"w[2, 92]",-0.011,0.999,-1.913,1.832,0.008,0.013,16397.0,5707.0,1.0
"w[2, 93]",0.005,1.012,-1.977,1.822,0.008,0.013,15068.0,5639.0,1.0
"w[2, 94]",-0.003,0.99,-1.882,1.899,0.008,0.012,16705.0,5640.0,1.0
"w[2, 95]",0.003,1.011,-1.949,1.868,0.008,0.013,16250.0,5090.0,1.0
"w[2, 96]",-0.008,0.988,-1.746,1.909,0.008,0.013,15294.0,5145.0,1.0
"w[2, 97]",0.009,0.988,-1.865,1.879,0.008,0.014,15511.0,5299.0,1.0
"w[2, 98]",0.005,0.99,-1.856,1.886,0.008,0.013,15221.0,5337.0,1.0
"w[2, 99]",-0.008,0.992,-1.832,1.904,0.008,0.012,15286.0,5927.0,1.0
"w[2, 100]",-0.0,0.999,-1.815,1.929,0.008,0.014,16305.0,5713.0,1.0
"w[2, 101]",0.002,0.999,-1.848,1.88,0.008,0.013,16796.0,5765.0,1.0
"w[2, 102]",0.0,1.008,-1.91,1.801,0.008,0.013,17839.0,6238.0,1.0
"w[2, 103]",-0.001,1.017,-1.855,1.911,0.008,0.013,15006.0,5621.0,1.0
"w[2, 104]",0.004,1.008,-1.899,1.828,0.008,0.013,15493.0,5772.0,1.0
"w[2, 105]",0.007,1.005,-1.873,1.879,0.008,0.013,15379.0,5219.0,1.0
"w[2, 106]",0.0,1.016,-1.829,1.969,0.008,0.013,15687.0,5489.0,1.0
"w[2, 107]",0.012,0.981,-1.879,1.795,0.008,0.013,15013.0,5667.0,1.0
"w[2, 108]",0.004,0.992,-1.806,1.913,0.008,0.013,15743.0,5097.0,1.0
"w[2, 109]",0.017,0.982,-1.922,1.77,0.008,0.012,15371.0,5950.0,1.0
"w[2, 110]",0.003,1.0,-1.888,1.906,0.008,0.013,17505.0,5724.0,1.0
"w[2, 111]",-0.007,1.014,-1.903,1.889,0.008,0.013,18140.0,5440.0,1.0
"w[2, 112]",0.003,0.994,-1.893,1.889,0.008,0.013,14101.0,5475.0,1.0
"w[2, 113]",-0.001,1.011,-1.901,1.871,0.008,0.013,14872.0,5223.0,1.0
"w[2, 114]",-0.004,0.996,-1.944,1.799,0.008,0.013,15059.0,5547.0,1.0
"w[2, 115]",-0.0,0.998,-1.903,1.921,0.008,0.014,14882.0,5164.0,1.0
"w[2, 116]",-0.015,1.017,-1.941,1.906,0.008,0.014,17265.0,5814.0,1.0
"w[2, 117]",0.007,1.012,-1.898,1.844,0.008,0.013,15975.0,5752.0,1.0
"w[2, 118]",0.009,1.004,-1.914,1.817,0.008,0.014,14531.0,5490.0,1.0
"w[2, 119]",0.006,1.004,-2.001,1.757,0.008,0.014,17571.0,5503.0,1.0
"w[2, 120]",-0.004,0.988,-1.916,1.814,0.008,0.013,16963.0,5698.0,1.0
"w[2, 121]",0.012,0.984,-1.888,1.813,0.008,0.012,15293.0,5791.0,1.0
"w[2, 122]",0.004,0.998,-1.842,1.837,0.008,0.013,14376.0,5825.0,1.0
"w[2, 123]",-0.0,0.99,-1.775,1.953,0.008,0.013,16599.0,5895.0,1.0
"w[2, 124]",0.002,0.998,-1.82,1.866,0.007,0.013,18226.0,5996.0,1.0
"w[3, 0]",0.003,1.016,-1.863,1.939,0.008,0.013,16354.0,5888.0,1.0
"w[3, 1]",0.011,1.002,-1.783,1.938,0.009,0.013,12645.0,5045.0,1.0
"w[3, 2]",0.004,1.031,-1.976,1.86,0.007,0.014,19330.0,5787.0,1.0
"w[3, 3]",-0.003,0.985,-1.886,1.769,0.008,0.014,15277.0,5033.0,1.0
"w[3, 4]",-0.017,0.989,-1.922,1.772,0.009,0.012,12522.0,5504.0,1.0
"w[3, 5]",-0.059,1.078,-2.213,1.888,0.018,0.014,3436.0,3811.0,1.0
"w[3, 6]",-0.004,1.001,-1.888,1.904,0.008,0.013,14746.0,5656.0,1.0
"w[3, 7]",-1.427,0.605,-2.507,-0.253,0.013,0.009,2488.0,1897.0,1.0
"w[3, 8]",-0.009,0.995,-1.881,1.882,0.008,0.013,17606.0,5612.0,1.0
"w[3, 9]",-0.015,1.003,-1.854,1.885,0.008,0.012,14564.0,6003.0,1.0
"w[3, 10]",0.011,1.015,-1.951,1.868,0.008,0.013,16800.0,5582.0,1.0
"w[3, 11]",-0.01,1.007,-1.962,1.804,0.008,0.013,16075.0,5056.0,1.0
"w[3, 12]",0.005,1.021,-1.917,1.907,0.008,0.014,15548.0,5502.0,1.0
"w[3, 13]",0.012,0.998,-1.909,1.8,0.008,0.013,16159.0,5490.0,1.0
"w[3, 14]",0.014,1.008,-1.891,1.918,0.008,0.012,16718.0,5982.0,1.0
"w[3, 15]",-0.004,0.984,-1.88,1.816,0.007,0.013,17454.0,5473.0,1.0
"w[3, 16]",-0.013,1.004,-1.888,1.852,0.008,0.013,16723.0,5895.0,1.0
"w[3, 17]",-1.048,0.502,-2.017,-0.149,0.011,0.008,2498.0,1156.0,1.0
"w[3, 18]",1.577,0.518,0.554,2.496,0.014,0.01,1968.0,1187.0,1.0
"w[3, 19]",0.304,0.457,-0.513,1.186,0.007,0.007,4981.0,2602.0,1.0
"w[3, 20]",-1.008,0.452,-1.889,-0.173,0.008,0.005,3786.0,1949.0,1.0
"w[3, 21]",-0.291,0.462,-1.128,0.594,0.007,0.007,5274.0,3303.0,1.0
"w[3, 22]",2.252,0.542,1.299,3.301,0.019,0.014,1088.0,773.0,1.0
"w[3, 23]",0.819,0.476,-0.061,1.743,0.009,0.006,3670.0,1385.0,1.0
"w[3, 24]",-0.228,0.457,-1.067,0.662,0.006,0.009,5466.0,3279.0,1.0
"w[3, 25]",2.77,0.572,1.684,3.787,0.021,0.015,949.0,782.0,1.0
"w[3, 26]",0.416,0.458,-0.471,1.282,0.007,0.005,5024.0,1621.0,1.0
"w[3, 27]",1.35,0.486,0.345,2.19,0.011,0.008,2337.0,1210.0,1.0
"w[3, 28]",-0.919,0.479,-1.827,-0.001,0.008,0.005,4561.0,1595.0,1.0
"w[3, 29]",-0.811,0.464,-1.638,0.107,0.009,0.006,3889.0,1166.0,1.0
"w[3, 30]",0.012,1.017,-1.839,1.949,0.008,0.014,14599.0,5596.0,1.0
"w[3, 31]",-0.896,0.46,-1.751,0.009,0.01,0.007,2932.0,1165.0,1.0
"w[3, 32]",0.302,0.434,-0.559,1.107,0.007,0.006,4615.0,3093.0,1.0
"w[3, 33]",0.624,0.445,-0.218,1.49,0.008,0.006,3900.0,1495.0,1.0
"w[3, 34]",-0.308,0.443,-1.111,0.56,0.007,0.006,4168.0,2463.0,1.0
"w[3, 35]",-0.277,0.429,-1.09,0.556,0.006,0.006,4599.0,2379.0,1.0
"w[3, 36]",2.037,0.511,1.081,2.969,0.017,0.012,1132.0,835.0,1.0
"w[3, 37]",2.244,0.519,1.278,3.183,0.018,0.013,1086.0,734.0,1.0
"w[3, 38]",-0.366,0.421,-1.157,0.444,0.006,0.005,4713.0,2771.0,1.0
"w[3, 39]",-0.396,0.441,-1.241,0.437,0.006,0.007,5159.0,1729.0,1.0
"w[3, 40]",-0.692,0.44,-1.592,0.091,0.008,0.005,4030.0,1562.0,1.0
"w[3, 41]",-0.353,0.446,-1.225,0.475,0.008,0.009,3889.0,1456.0,1.0
"w[3, 42]",1.168,0.47,0.309,2.024,0.014,0.01,1835.0,789.0,1.0
"w[3, 43]",0.056,0.417,-0.708,0.853,0.007,0.008,4423.0,2260.0,1.0
"w[3, 44]",0.116,0.423,-0.701,0.905,0.006,0.009,5335.0,2912.0,1.0
"w[3, 45]",-0.629,0.435,-1.48,0.146,0.006,0.004,5452.0,1541.0,1.0
"w[3, 46]",-0.672,0.429,-1.476,0.142,0.006,0.004,5186.0,1473.0,1.0
"w[3, 47]",-0.68,0.449,-1.533,0.152,0.009,0.006,3674.0,1152.0,1.0
"w[3, 48]",-0.003,1.01,-1.83,1.965,0.008,0.015,17436.0,5013.0,1.0
"w[3, 49]",-0.614,0.426,-1.43,0.184,0.007,0.005,4005.0,1326.0,1.0
"w[3, 50]",-0.357,0.417,-1.137,0.446,0.006,0.007,4978.0,2378.0,1.0
"w[3, 51]",0.443,0.422,-0.358,1.255,0.007,0.006,4445.0,1700.0,1.0
"w[3, 52]",-0.131,0.425,-0.957,0.683,0.007,0.008,4457.0,2060.0,1.0
"w[3, 53]",-0.353,0.422,-1.176,0.449,0.007,0.007,4643.0,2558.0,1.0
"w[3, 54]",-0.595,0.428,-1.431,0.192,0.007,0.005,4457.0,2291.0,1.0
"w[3, 55]",2.235,0.506,1.237,3.104,0.019,0.013,1090.0,678.0,1.0
"w[3, 56]",2.838,0.56,1.744,3.803,0.024,0.017,678.0,615.0,1.0
"w[3, 57]",-0.421,0.443,-1.206,0.467,0.007,0.007,4704.0,1566.0,1.0
"w[3, 58]",-0.4,0.418,-1.126,0.466,0.006,0.006,4788.0,2219.0,1.0
"w[3, 59]",1.119,0.448,0.21,1.905,0.011,0.008,2211.0,1230.0,1.0
"w[3, 60]",-0.209,0.413,-0.978,0.603,0.006,0.007,4895.0,2006.0,1.0
"w[3, 61]",-0.378,0.428,-1.153,0.472,0.007,0.007,4759.0,1650.0,1.0
"w[3, 62]",-0.543,0.428,-1.339,0.258,0.008,0.006,3595.0,1145.0,1.0
"w[3, 63]",-0.587,0.425,-1.432,0.18,0.007,0.005,4787.0,1603.0,1.0
"w[3, 64]",0.24,0.413,-0.619,0.985,0.006,0.008,4513.0,1654.0,1.0
"w[3, 65]",-0.261,0.4,-0.999,0.523,0.006,0.007,4728.0,2641.0,1.0
"w[3, 66]",-0.201,0.406,-0.955,0.579,0.006,0.007,5262.0,2466.0,1.0
"w[3, 67]",-0.542,0.417,-1.317,0.266,0.007,0.006,4532.0,1861.0,1.0
"w[3, 68]",-0.599,0.416,-1.369,0.231,0.006,0.004,4932.0,2004.0,1.0
"w[3, 69]",-0.003,1.006,-1.861,1.866,0.008,0.013,14738.0,5774.0,1.0
"w[3, 70]",-0.543,0.422,-1.347,0.232,0.008,0.006,3374.0,1481.0,1.0
"w[3, 71]",-0.014,1.012,-1.951,1.842,0.008,0.014,17721.0,4940.0,1.0
"w[3, 72]",-0.61,0.414,-1.409,0.156,0.007,0.005,4375.0,2037.0,1.0
"w[3, 73]",-0.321,0.416,-1.116,0.469,0.008,0.007,3627.0,1467.0,1.0
"w[3, 74]",-0.003,1.014,-1.927,1.866,0.008,0.014,17491.0,4843.0,1.0
"w[3, 75]",-0.515,0.423,-1.285,0.344,0.008,0.006,3569.0,1147.0,1.0
"w[3, 76]",-0.52,0.412,-1.301,0.274,0.006,0.006,4769.0,1920.0,1.0
"w[3, 77]",-0.462,0.412,-1.223,0.337,0.006,0.005,5540.0,2053.0,1.0
"w[3, 78]",-0.001,0.983,-1.862,1.811,0.008,0.013,15738.0,5293.0,1.0
"w[3, 79]",-0.491,0.414,-1.305,0.27,0.006,0.005,4935.0,1897.0,1.0
"w[3, 80]",-0.004,0.996,-1.801,1.932,0.008,0.013,15880.0,5904.0,1.0
"w[3, 81]",-0.009,1.003,-1.948,1.812,0.007,0.013,18065.0,5985.0,1.0
"w[3, 82]",-0.008,0.989,-2.057,1.716,0.008,0.013,16418.0,5614.0,1.0
"w[3, 83]",-0.059,0.407,-0.834,0.751,0.006,0.008,5082.0,1818.0,1.0
"w[3, 84]",-0.063,0.401,-0.887,0.663,0.006,0.008,4760.0,2362.0,1.0
"w[3, 85]",2.648,0.545,1.62,3.618,0.022,0.016,791.0,675.0,1.0
"w[3, 86]",1.214,0.434,0.406,2.065,0.01,0.007,2288.0,1221.0,1.0
"w[3, 87]",0.163,0.397,-0.615,0.908,0.006,0.008,4314.0,2254.0,1.0
"w[3, 88]",-0.134,0.416,-0.916,0.664,0.006,0.009,4866.0,1927.0,1.0
"w[3, 89]",-0.474,0.403,-1.253,0.291,0.006,0.006,4691.0,2219.0,1.0
"w[3, 90]",-0.349,0.418,-1.18,0.41,0.007,0.007,4527.0,1662.0,1.0
"w[3, 91]",-0.003,1.0,-1.875,1.915,0.008,0.012,16451.0,6009.0,1.0
"w[3, 92]",-0.305,0.412,-1.072,0.485,0.006,0.008,4657.0,1522.0,1.0
"w[3, 93]",-0.405,0.42,-1.232,0.399,0.007,0.006,4735.0,1492.0,1.0
"w[3, 94]",-0.472,0.407,-1.227,0.325,0.006,0.005,4553.0,1974.0,1.0
"w[3, 95]",-0.015,1.013,-1.967,1.846,0.008,0.014,15328.0,4980.0,1.0
"w[3, 96]",-0.438,0.418,-1.188,0.435,0.009,0.006,3721.0,1096.0,1.0
"w[3, 97]",-0.354,0.417,-1.201,0.403,0.007,0.007,4530.0,1293.0,1.0
"w[3, 98]",-0.014,1.011,-1.912,1.866,0.008,0.013,16656.0,5968.0,1.0
"w[3, 99]",-0.013,1.012,-1.847,1.952,0.008,0.013,15981.0,4954.0,1.0
"w[3, 100]",-0.024,1.004,-1.877,1.897,0.007,0.013,18633.0,5729.0,1.0
"w[3, 101]",0.009,0.984,-1.858,1.822,0.007,0.013,18012.0,5742.0,1.0
"w[3, 102]",0.012,0.977,-1.74,1.961,0.008,0.013,16291.0,5908.0,1.0
"w[3, 103]",-0.471,0.413,-1.236,0.36,0.006,0.005,4755.0,2150.0,1.0
"w[3, 104]",-0.394,0.404,-1.157,0.389,0.007,0.006,3786.0,1891.0,1.0
"w[3, 105]",-0.008,1.004,-1.899,1.87,0.008,0.013,16304.0,5617.0,1.0
"w[3, 106]",-0.328,0.394,-1.066,0.426,0.006,0.006,4989.0,2172.0,1.0
"w[3, 107]",-0.015,0.985,-1.95,1.782,0.007,0.014,18182.0,5640.0,1.0
"w[3, 108]",-0.238,0.403,-0.968,0.609,0.007,0.007,4076.0,2042.0,1.0
"w[3, 109]",-0.439,0.403,-1.209,0.353,0.006,0.006,4797.0,2085.0,1.0
"w[3, 110]",-0.001,1.021,-1.964,1.823,0.008,0.014,16557.0,5255.0,1.0
"w[3, 111]",-0.012,1.014,-1.864,2.005,0.007,0.013,18402.0,5646.0,1.0
"w[3, 112]",-0.41,0.391,-1.186,0.324,0.006,0.005,4415.0,1712.0,1.0
"w[3, 113]",-0.413,0.402,-1.165,0.398,0.006,0.006,4517.0,1953.0,1.0
"w[3, 114]",-0.391,0.41,-1.191,0.383,0.007,0.007,4267.0,1697.0,1.0
"w[3, 115]",-0.371,0.405,-1.106,0.454,0.006,0.007,4471.0,1723.0,1.0
"w[3, 116]",-0.315,0.404,-1.091,0.431,0.008,0.008,3906.0,1276.0,1.0
"w[3, 117]",-0.372,0.399,-1.09,0.445,0.006,0.006,4643.0,1622.0,1.0
"w[3, 118]",-0.312,0.409,-1.095,0.479,0.006,0.008,5469.0,1846.0,1.0
"w[3, 119]",-0.021,1.008,-1.909,1.83,0.008,0.013,16794.0,5716.0,1.0
"w[3, 120]",-0.013,0.995,-1.943,1.812,0.007,0.013,18749.0,5523.0,1.0
"w[3, 121]",-0.37,0.403,-1.148,0.404,0.007,0.006,4303.0,1378.0,1.0
"w[3, 122]",-0.284,0.397,-1.028,0.494,0.006,0.007,4598.0,1764.0,1.0
"w[3, 123]",-0.024,1.009,-1.846,1.881,0.008,0.012,16719.0,6029.0,1.0
"w[3, 124]",-0.013,1.004,-1.852,1.896,0.008,0.013,16881.0,5570.0,1.0
"w[4, 0]",-0.01,0.996,-1.906,1.763,0.007,0.014,18289.0,5323.0,1.0
"w[4, 1]",0.002,1.021,-1.907,1.879,0.008,0.014,15064.0,5317.0,1.0
"w[4, 2]",0.003,1.005,-1.823,1.928,0.008,0.013,16453.0,5757.0,1.0
"w[4, 3]",-0.008,0.977,-1.902,1.732,0.008,0.012,16470.0,6308.0,1.0
"w[4, 4]",0.002,0.986,-1.921,1.764,0.008,0.013,15133.0,5534.0,1.0
"w[4, 5]",0.022,1.125,-2.155,2.101,0.013,0.013,7125.0,5981.0,1.0
"w[4, 6]",0.001,0.995,-1.809,1.931,0.009,0.012,13446.0,5777.0,1.0
"w[4, 7]",-0.057,1.047,-1.982,1.961,0.017,0.012,3749.0,5028.0,1.0
"w[4, 8]",-0.008,0.994,-1.877,1.85,0.008,0.012,15900.0,5822.0,1.0
"w[4, 9]",-0.005,0.986,-1.917,1.78,0.008,0.013,14619.0,5804.0,1.0
"w[4, 10]",-0.016,1.002,-1.946,1.799,0.008,0.012,15312.0,6359.0,1.0
"w[4, 11]",-0.012,1.003,-1.9,1.831,0.008,0.014,17151.0,5212.0,1.0
"w[4, 12]",0.005,0.976,-1.751,1.873,0.007,0.013,17462.0,5528.0,1.0
"w[4, 13]",-0.007,0.996,-1.871,1.85,0.008,0.013,14935.0,5709.0,1.0
"w[4, 14]",0.003,0.992,-1.804,1.906,0.008,0.013,15569.0,5462.0,1.0
"w[4, 15]",-0.007,0.999,-1.852,1.882,0.008,0.013,14734.0,5607.0,1.0
"w[4, 16]",0.012,0.988,-1.777,1.935,0.008,0.013,16052.0,5436.0,1.0
"w[4, 17]",-0.037,1.008,-2.038,1.791,0.012,0.013,6504.0,5293.0,1.0
"w[4, 18]",0.056,1.036,-1.814,1.987,0.017,0.013,3845.0,4443.0,1.0
"w[4, 19]",-0.005,0.973,-1.84,1.823,0.009,0.011,11337.0,6429.0,1.0
"w[4, 20]",-0.075,0.94,-1.831,1.746,0.011,0.011,6957.0,5653.0,1.0
"w[4, 21]",-0.002,0.964,-1.908,1.714,0.008,0.012,14690.0,6347.0,1.0
"w[4, 22]",0.059,1.07,-2.037,2.015,0.023,0.016,2154.0,3016.0,1.0
"w[4, 23]",0.036,1.001,-1.847,1.922,0.012,0.012,7426.0,5753.0,1.0
"w[4, 24]",-0.012,0.976,-1.835,1.797,0.008,0.012,16187.0,6041.0,1.0
"w[4, 25]",0.099,1.12,-2.029,2.178,0.029,0.02,1554.0,2112.0,1.0
"w[4, 26]",0.012,0.987,-1.776,1.937,0.008,0.013,13809.0,6111.0,1.0
"w[4, 27]",0.038,1.012,-1.93,1.857,0.014,0.012,5026.0,5251.0,1.0
"w[4, 28]",-0.032,1.008,-1.83,1.95,0.011,0.012,7754.0,5406.0,1.0
"w[4, 29]",-0.047,1.001,-1.925,1.857,0.011,0.012,8993.0,5040.0,1.0
"w[4, 30]",-0.009,1.009,-1.893,1.87,0.008,0.014,17895.0,4358.0,1.0
"w[4, 31]",-0.034,1.01,-1.964,1.785,0.011,0.013,8693.0,5677.0,1.0
"w[4, 32]",0.015,0.988,-1.87,1.841,0.008,0.013,14021.0,5672.0,1.0
"w[4, 33]",0.032,0.987,-1.714,1.963,0.011,0.012,8446.0,5862.0,1.0
"w[4, 34]",-0.005,0.996,-1.863,1.85,0.008,0.011,13794.0,6272.0,1.0
"w[4, 35]",-0.023,0.979,-1.901,1.832,0.009,0.012,11984.0,5655.0,1.0
"w[4, 36]",0.07,1.068,-1.967,2.02,0.022,0.016,2277.0,3295.0,1.0
"w[4, 37]",0.086,1.064,-1.926,2.065,0.026,0.018,1734.0,3009.0,1.0
"w[4, 38]",-0.024,1.003,-1.802,1.89,0.009,0.012,13069.0,6155.0,1.0
"w[4, 39]",-0.001,1.0,-1.869,1.862,0.009,0.012,11865.0,5811.0,1.0
"w[4, 40]",-0.031,1.006,-1.874,1.879,0.01,0.013,11003.0,5721.0,1.0
"w[4, 41]",-0.021,0.997,-1.872,1.846,0.009,0.013,13262.0,5788.0,1.0
"w[4, 42]",0.043,1.005,-1.884,1.9,0.013,0.013,5677.0,4999.0,1.0
"w[4, 43]",-0.011,0.985,-1.903,1.799,0.009,0.012,11958.0,5824.0,1.0
"w[4, 44]",-0.002,0.991,-1.845,1.878,0.008,0.012,15280.0,5737.0,1.0
"w[4, 45]",-0.025,0.992,-1.833,1.862,0.01,0.012,10470.0,6143.0,1.0
"w[4, 46]",-0.031,0.986,-1.858,1.819,0.01,0.012,10341.0,5644.0,1.0
"w[4, 47]",-0.021,1.005,-1.844,1.91,0.01,0.013,9788.0,5269.0,1.0
"w[4, 48]",0.003,1.008,-1.884,1.871,0.007,0.013,18070.0,5399.0,1.0
"w[4, 49]",-0.022,0.997,-1.857,1.898,0.01,0.012,9796.0,5599.0,1.0
"w[4, 50]",-0.005,0.977,-1.852,1.848,0.008,0.013,14726.0,6207.0,1.0
"w[4, 51]",0.004,0.985,-1.917,1.735,0.009,0.012,11648.0,5784.0,1.0
"w[4, 52]",-0.006,1.003,-1.908,1.872,0.009,0.013,11857.0,5706.0,1.0
"w[4, 53]",-0.009,0.981,-1.852,1.841,0.009,0.013,12356.0,5483.0,1.0
"w[4, 54]",-0.024,0.991,-1.879,1.828,0.01,0.013,10841.0,5668.0,1.0
"w[4, 55]",0.054,1.066,-1.936,2.04,0.023,0.016,2111.0,2416.0,1.0
"w[4, 56]",0.11,1.142,-2.062,2.178,0.031,0.022,1372.0,1773.0,1.0
"w[4, 57]",0.003,1.026,-1.856,2.033,0.01,0.013,10596.0,5827.0,1.0
"w[4, 58]",-0.02,0.981,-1.872,1.841,0.01,0.012,10378.0,5846.0,1.0
"w[4, 59]",0.04,1.023,-1.793,2.02,0.013,0.013,5959.0,4668.0,1.0
"w[4, 60]",-0.014,0.972,-1.986,1.678,0.008,0.012,13431.0,5934.0,1.0
