,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sd[0],1.212,0.463,0.394,2.059,0.009,0.006,2489.0,3601.0,1.0
sd[1],0.066,0.066,0.0,0.184,0.001,0.001,3215.0,4231.0,1.0
sd[2],0.269,0.243,0.0,0.694,0.005,0.003,2987.0,4259.0,1.0
sd[3],1.191,0.445,0.425,2.017,0.012,0.008,1164.0,1816.0,1.0
sd[4],0.61,0.486,0.0,1.498,0.015,0.01,1153.0,3091.0,1.0
sd[5],0.602,0.497,0.001,1.505,0.022,0.016,594.0,1030.0,1.01
sd[6],0.562,0.447,0.0,1.372,0.014,0.01,1136.0,2295.0,1.0
sigma,0.193,0.179,0.024,0.494,0.004,0.003,2222.0,3999.0,1.0
alpha[0],-0.295,0.136,-0.545,-0.029,0.002,0.001,6942.0,7018.0,1.0
alpha[1],-0.343,0.025,-0.39,-0.296,0.0,0.0,16157.0,5921.0,1.0
alpha[2],-0.532,0.134,-0.783,-0.286,0.002,0.001,7608.0,4633.0,1.0
alpha[3],0.49,0.143,0.22,0.757,0.003,0.002,2286.0,3565.0,1.0
alpha[4],-0.383,0.464,-1.258,0.588,0.013,0.009,1503.0,1396.0,1.0
alpha[5],-0.328,0.5,-1.269,0.713,0.008,0.007,4563.0,2750.0,1.0
alpha[6],-0.337,0.546,-1.318,0.839,0.008,0.006,5275.0,4591.0,1.0
"w[0, 0]",-0.003,0.994,-1.866,1.815,0.007,0.014,17878.0,4839.0,1.0
"w[0, 1]",-0.461,0.827,-2.005,1.111,0.008,0.008,10104.0,5953.0,1.0
"w[0, 2]",0.008,0.992,-1.823,1.839,0.007,0.012,17666.0,5679.0,1.0
"w[0, 3]",-0.226,0.671,-1.487,1.065,0.007,0.007,9564.0,5396.0,1.0
"w[0, 4]",-0.182,0.629,-1.381,1.008,0.007,0.006,8208.0,6747.0,1.0
"w[0, 5]",2.245,0.736,0.912,3.665,0.009,0.006,6970.0,4579.0,1.0
"w[0, 6]",-0.329,0.601,-1.546,0.752,0.007,0.007,8517.0,5729.0,1.0
"w[0, 7]",0.042,1.034,-1.945,1.926,0.013,0.013,6370.0,4862.0,1.0
"w[0, 8]",0.007,0.998,-1.903,1.871,0.008,0.013,16863.0,5707.0,1.0
"w[0, 9]",0.0,0.983,-1.866,1.798,0.007,0.014,18613.0,5224.0,1.0
"w[0, 10]",0.001,0.997,-1.838,1.873,0.008,0.013,17384.0,5819.0,1.0
"w[0, 11]",0.001,0.993,-1.885,1.848,0.008,0.013,14881.0,5784.0,1.0
"w[0, 12]",-0.02,1.007,-1.903,1.854,0.008,0.013,16875.0,5830.0,1.0
"w[0, 13]",-0.003,0.988,-1.841,1.88,0.008,0.012,13877.0,5670.0,1.0
"w[0, 14]",-0.004,1.032,-1.951,1.893,0.008,0.014,15838.0,5574.0,1.0
"w[0, 15]",0.012,0.991,-1.8,1.916,0.008,0.013,15678.0,5601.0,1.0
"w[0, 16]",0.007,1.015,-1.941,1.88,0.008,0.013,15433.0,5466.0,1.0
"w[0, 17]",0.01,1.004,-1.915,1.847,0.012,0.012,7303.0,5908.0,1.0
"w[0, 18]",-0.023,1.025,-1.916,1.913,0.014,0.011,5348.0,5895.0,1.0
"w[0, 19]",-0.042,0.461,-0.928,0.847,0.006,0.006,6022.0,5053.0,1.0
"w[0, 20]",-0.002,0.483,-0.906,0.941,0.008,0.006,3769.0,4195.0,1.0
"w[0, 21]",0.012,0.996,-1.885,1.833,0.009,0.012,12768.0,6004.0,1.0
"w[0, 22]",-0.051,1.078,-2.083,1.931,0.02,0.014,3020.0,5099.0,1.0
"w[0, 23]",-0.019,0.992,-1.937,1.752,0.009,0.012,11007.0,6048.0,1.0
"w[0, 24]",0.012,0.988,-1.834,1.901,0.009,0.012,12524.0,5575.0,1.0
"w[0, 25]",-0.056,1.092,-2.053,2.023,0.023,0.016,2242.0,4071.0,1.0
"w[0, 26]",-0.007,0.961,-1.861,1.794,0.01,0.011,10165.0,5893.0,1.0
"w[0, 27]",-0.03,1.018,-2.041,1.769,0.014,0.011,5424.0,5165.0,1.0
"w[0, 28]",0.034,1.02,-1.93,1.912,0.01,0.013,9913.0,5428.0,1.0
"w[0, 29]",0.024,1.013,-1.879,1.924,0.01,0.013,10166.0,5870.0,1.0
"w[0, 30]",-0.013,1.014,-1.943,1.869,0.008,0.013,15802.0,5440.0,1.0
"w[0, 31]",0.01,1.01,-1.811,1.943,0.01,0.013,10298.0,5502.0,1.0
"w[0, 32]",-0.014,0.998,-1.921,1.846,0.008,0.012,14110.0,6055.0,1.0
"w[0, 33]",-0.021,0.981,-1.803,1.816,0.009,0.012,12498.0,6077.0,1.0
"w[0, 34]",0.006,1.002,-1.936,1.842,0.009,0.012,13527.0,6064.0,1.0
"w[0, 35]",0.008,0.953,-1.816,1.813,0.008,0.012,13271.0,5231.0,1.0
"w[0, 36]",-0.037,1.066,-2.041,1.96,0.017,0.013,3815.0,5095.0,1.0
"w[0, 37]",-0.054,1.06,-2.029,1.966,0.018,0.013,3409.0,5189.0,1.0
"w[0, 38]",0.011,0.966,-1.693,1.933,0.009,0.012,11940.0,5917.0,1.0
"w[0, 39]",0.012,0.987,-1.861,1.809,0.009,0.012,11997.0,5599.0,1.0
"w[0, 40]",0.015,0.995,-1.86,1.832,0.009,0.012,11062.0,5935.0,1.0
"w[0, 41]",0.018,0.977,-1.852,1.832,0.009,0.012,11051.0,5745.0,1.0
"w[0, 42]",-0.01,1.001,-1.954,1.786,0.012,0.013,6982.0,5651.0,1.0
"w[0, 43]",-0.001,0.97,-1.847,1.76,0.009,0.011,11272.0,6169.0,1.0
"w[0, 44]",-0.015,0.971,-1.791,1.827,0.009,0.012,12718.0,5217.0,1.0
"w[0, 45]",0.012,0.995,-1.801,1.925,0.009,0.013,11864.0,5687.0,1.0
"w[0, 46]",0.021,0.998,-1.83,1.92,0.009,0.012,11304.0,5809.0,1.0
"w[0, 47]",0.015,1.005,-1.825,1.954,0.009,0.012,12279.0,6013.0,1.0
"w[0, 48]",-0.0,1.004,-1.86,1.908,0.008,0.014,14990.0,5710.0,1.0
"w[0, 49]",0.024,0.989,-1.87,1.793,0.009,0.011,12197.0,6213.0,1.0
"w[0, 50]",-0.006,0.969,-1.803,1.804,0.008,0.012,13710.0,6515.0,1.0
"w[0, 51]",-0.008,0.973,-1.767,1.89,0.008,0.012,13152.0,5773.0,1.0
"w[0, 52]",0.011,0.997,-1.86,1.911,0.008,0.013,15567.0,5572.0,1.0
"w[0, 53]",0.013,0.972,-1.849,1.811,0.008,0.012,13855.0,6085.0,1.0
"w[0, 54]",0.015,1.002,-1.911,1.815,0.009,0.012,11426.0,5877.0,1.0
"w[0, 55]",-0.06,0.558,-1.11,1.019,0.014,0.01,1493.0,3808.0,1.0
"w[0, 56]",-0.082,1.09,-2.09,1.984,0.024,0.017,2014.0,4852.0,1.0
"w[0, 57]",0.014,1.041,-1.908,1.986,0.011,0.011,9641.0,6406.0,1.0
"w[0, 58]",0.009,0.975,-1.771,1.889,0.009,0.011,11375.0,6189.0,1.0
"w[0, 59]",-0.018,1.005,-1.85,1.938,0.011,0.012,7781.0,5239.0,1.0
"w[0, 60]",-0.006,0.968,-1.797,1.783,0.009,0.012,11465.0,6056.0,1.0
"w[0, 61]",0.015,0.988,-1.846,1.84,0.009,0.012,11755.0,6178.0,1.0
"w[0, 62]",0.016,0.985,-1.889,1.819,0.01,0.012,10588.0,6009.0,1.0
"w[0, 63]",0.007,0.984,-1.846,1.856,0.009,0.012,12404.0,5832.0,1.0
"w[0, 64]",-0.005,0.973,-1.818,1.849,0.008,0.012,13594.0,6023.0,1.0
"w[0, 65]",-0.006,0.965,-1.804,1.844,0.008,0.012,15669.0,5807.0,1.0
"w[0, 66]",0.012,0.986,-1.812,1.87,0.008,0.013,15972.0,6114.0,1.0
"w[0, 67]",0.018,0.954,-1.745,1.81,0.009,0.011,10368.0,6359.0,1.0
"w[0, 68]",0.003,1.009,-1.907,1.885,0.009,0.013,11577.0,5472.0,1.0
"w[0, 69]",0.006,0.983,-1.862,1.855,0.008,0.012,14899.0,6135.0,1.0
"w[0, 70]",0.01,0.985,-1.877,1.777,0.01,0.012,10730.0,5655.0,1.0
"w[0, 71]",0.007,0.985,-1.775,1.923,0.007,0.013,17616.0,6091.0,1.0
"w[0, 72]",0.01,0.992,-1.879,1.874,0.009,0.012,11091.0,5109.0,1.0
"w[0, 73]",0.004,0.985,-1.902,1.778,0.009,0.012,12398.0,6429.0,1.0
"w[0, 74]",-0.012,0.996,-1.954,1.756,0.008,0.013,16987.0,5406.0,1.0
"w[0, 75]",0.011,0.987,-1.768,1.949,0.009,0.012,13357.0,5959.0,1.0
"w[0, 76]",0.016,0.986,-1.849,1.835,0.009,0.012,10877.0,5418.0,1.0
"w[0, 77]",-0.001,0.981,-1.825,1.811,0.008,0.011,13551.0,6252.0,1.0
"w[0, 78]",0.006,0.988,-1.862,1.834,0.008,0.014,15874.0,5112.0,1.0
"w[0, 79]",-0.001,0.988,-1.799,1.914,0.009,0.013,13473.0,5560.0,1.0
"w[0, 80]",-0.003,0.997,-1.911,1.841,0.009,0.013,13574.0,5434.0,1.0
"w[0, 81]",-0.005,1.016,-1.848,1.974,0.009,0.014,13324.0,5041.0,1.0
"w[0, 82]",0.005,0.989,-1.814,1.877,0.008,0.013,15946.0,5974.0,1.0
"w[0, 83]",0.006,0.959,-1.807,1.77,0.008,0.012,12862.0,6147.0,1.0
"w[0, 84]",0.002,0.984,-1.864,1.842,0.009,0.012,12888.0,5907.0,1.0
"w[0, 85]",-0.051,1.103,-2.105,2.001,0.022,0.015,2590.0,4161.0,1.0
"w[0, 86]",-0.018,0.997,-1.878,1.85,0.012,0.011,7092.0,6072.0,1.0
"w[0, 87]",0.008,0.985,-1.843,1.82,0.008,0.013,15367.0,6250.0,1.0
"w[0, 88]",0.009,0.998,-1.83,1.911,0.008,0.012,13977.0,5866.0,1.0
"w[0, 89]",-0.004,1.0,-1.76,2.011,0.009,0.013,12094.0,5537.0,1.0
"w[0, 90]",0.007,0.99,-1.839,1.847,0.009,0.012,12028.0,5374.0,1.0
"w[0, 91]",0.011,1.003,-1.886,1.865,0.008,0.013,16709.0,5873.0,1.0
"w[0, 92]",0.003,0.978,-1.74,1.899,0.008,0.013,14462.0,5026.0,1.0
"w[0, 93]",0.01,1.002,-1.797,1.947,0.009,0.012,12098.0,5769.0,1.0
"w[0, 94]",0.017,0.981,-1.921,1.829,0.009,0.012,11769.0,5659.0,1.0
"w[0, 95]",0.002,0.984,-1.842,1.85,0.007,0.013,17346.0,5613.0,1.0
"w[0, 96]",0.008,0.977,-1.792,1.894,0.009,0.012,11676.0,6319.0,1.0
"w[0, 97]",-0.009,1.004,-1.887,1.837,0.009,0.013,12381.0,5368.0,1.0
"w[0, 98]",-0.003,0.998,-1.933,1.838,0.008,0.012,16427.0,6074.0,1.0
"w[0, 99]",-0.001,0.991,-1.891,1.842,0.007,0.013,18364.0,5312.0,1.0
"w[0, 100]",-0.001,1.0,-1.884,1.82,0.008,0.013,15351.0,5496.0,1.0
"w[0, 101]",0.005,1.016,-1.962,1.849,0.008,0.014,16152.0,4942.0,1.0
"w[0, 102]",-0.002,0.992,-1.892,1.801,0.008,0.013,17005.0,6144.0,1.0
"w[0, 103]",-0.01,0.983,-1.779,1.918,0.009,0.012,11367.0,5665.0,1.0
"w[0, 104]",0.008,0.975,-1.725,1.899,0.009,0.012,11448.0,5435.0,1.0
"w[0, 105]",0.015,0.985,-1.812,1.863,0.008,0.012,16200.0,6240.0,1.0
"w[0, 106]",0.006,0.972,-1.754,1.873,0.008,0.012,13264.0,5409.0,1.0
"w[0, 107]",-0.005,1.005,-1.908,1.88,0.008,0.013,15050.0,5736.0,1.0
"w[0, 108]",0.001,0.974,-1.947,1.721,0.008,0.012,14420.0,6037.0,1.0
"w[0, 109]",0.011,1.006,-1.886,1.853,0.01,0.013,11187.0,6302.0,1.0
"w[0, 110]",-0.008,1.001,-1.884,1.87,0.008,0.013,15745.0,5627.0,1.0
"w[0, 111]",0.004,0.989,-1.901,1.824,0.008,0.012,16969.0,5771.0,1.0
"w[0, 112]",0.003,0.968,-1.881,1.731,0.009,0.012,11633.0,6000.0,1.0
"w[0, 113]",0.003,0.975,-1.792,1.802,0.009,0.012,12497.0,5752.0,1.0
"w[0, 114]",-0.011,0.969,-1.823,1.8,0.009,0.012,12027.0,5585.0,1.0
"w[0, 115]",0.019,0.985,-1.839,1.852,0.008,0.012,13486.0,5926.0,1.0
"w[0, 116]",-0.003,0.974,-1.747,1.899,0.009,0.011,12962.0,5737.0,1.0
"w[0, 117]",0.003,0.994,-1.889,1.845,0.009,0.012,11899.0,5838.0,1.0
"w[0, 118]",0.009,0.991,-1.896,1.817,0.009,0.012,13210.0,5720.0,1.0
"w[0, 119]",0.009,1.007,-1.875,1.898,0.008,0.013,15789.0,5040.0,1.0
"w[0, 120]",0.006,1.001,-1.884,1.864,0.007,0.013,18034.0,5721.0,1.0
"w[0, 121]",0.01,0.99,-1.806,1.963,0.009,0.012,12184.0,5709.0,1.0
"w[0, 122]",0.01,0.999,-1.8,1.955,0.009,0.012,11707.0,5616.0,1.0
"w[0, 123]",0.002,1.02,-1.861,1.946,0.008,0.014,15084.0,5399.0,1.0
"w[0, 124]",0.014,0.974,-1.804,1.838,0.008,0.012,14802.0,5835.0,1.0
"w[1, 0]",-0.007,1.002,-1.919,1.907,0.008,0.014,16010.0,4853.0,1.0
"w[1, 1]",-0.005,0.999,-1.907,1.799,0.008,0.013,15620.0,5458.0,1.0
"w[1, 2]",-0.014,1.008,-1.944,1.843,0.008,0.013,16874.0,6006.0,1.0
"w[1, 3]",0.004,0.992,-1.801,1.898,0.007,0.013,18150.0,5603.0,1.0
"w[1, 4]",0.002,1.004,-1.878,1.913,0.008,0.014,16106.0,5364.0,1.0
"w[1, 5]",0.005,0.995,-1.943,1.817,0.008,0.013,14037.0,4901.0,1.0
"w[1, 6]",-0.017,1.012,-1.849,1.933,0.008,0.014,14950.0,5148.0,1.0
"w[1, 7]",-0.017,1.005,-1.862,1.871,0.007,0.013,18488.0,5547.0,1.0
"w[1, 8]",-0.002,0.984,-1.945,1.749,0.009,0.013,13231.0,5368.0,1.0
"w[1, 9]",-0.023,0.995,-1.945,1.82,0.008,0.012,15979.0,6322.0,1.0
"w[1, 10]",0.016,0.998,-1.852,1.838,0.008,0.013,15191.0,5515.0,1.0
"w[1, 11]",0.013,1.035,-1.964,1.939,0.009,0.014,14770.0,5696.0,1.0
"w[1, 12]",0.0,0.999,-1.829,1.939,0.008,0.014,15901.0,5078.0,1.0
"w[1, 13]",0.032,0.993,-1.943,1.799,0.007,0.013,17701.0,6153.0,1.0
"w[1, 14]",0.045,0.997,-1.818,1.906,0.008,0.012,14585.0,5959.0,1.0
"w[1, 15]",-0.019,1.013,-1.945,1.857,0.008,0.014,16695.0,5336.0,1.0
"w[1, 16]",0.008,1.01,-1.87,1.895,0.008,0.014,17641.0,4944.0,1.0
"w[1, 17]",0.017,0.993,-1.784,1.984,0.007,0.013,18530.0,5575.0,1.0
"w[1, 18]",-0.019,0.975,-1.898,1.801,0.008,0.013,14974.0,5405.0,1.0
"w[1, 19]",0.044,1.003,-1.793,1.92,0.008,0.014,14252.0,5171.0,1.0
"w[1, 20]",-0.011,1.011,-1.945,1.809,0.007,0.014,18315.0,5583.0,1.0
"w[1, 21]",-0.022,0.989,-1.793,1.951,0.008,0.014,15969.0,5359.0,1.0
"w[1, 22]",0.048,0.999,-1.797,1.926,0.008,0.013,16374.0,5800.0,1.0
"w[1, 23]",-0.001,1.005,-1.928,1.798,0.007,0.013,18153.0,6041.0,1.0
"w[1, 24]",0.054,1.011,-1.887,1.941,0.009,0.014,14077.0,5105.0,1.0
"w[1, 25]",0.014,0.995,-1.794,1.944,0.008,0.013,15088.0,5480.0,1.0
"w[1, 26]",-0.006,1.012,-1.885,1.892,0.008,0.013,17715.0,5520.0,1.0
"w[1, 27]",-0.003,0.981,-1.808,1.898,0.007,0.013,17823.0,6066.0,1.0
"w[1, 28]",0.007,0.996,-1.773,1.954,0.008,0.012,16530.0,6159.0,1.0
"w[1, 29]",0.005,1.009,-1.962,1.892,0.008,0.013,17403.0,5611.0,1.0
"w[1, 30]",0.01,0.997,-1.93,1.8,0.008,0.012,16752.0,6076.0,1.0
"w[1, 31]",0.006,0.995,-1.847,1.911,0.008,0.014,17182.0,5780.0,1.0
"w[1, 32]",-0.002,1.041,-1.988,1.923,0.008,0.013,15190.0,6089.0,1.0
"w[1, 33]",-0.006,1.014,-1.88,1.894,0.008,0.014,17759.0,5800.0,1.0
"w[1, 34]",-0.015,1.006,-1.867,1.894,0.008,0.013,15879.0,5488.0,1.0
"w[1, 35]",0.004,0.993,-1.857,1.922,0.008,0.013,16331.0,5275.0,1.0
"w[1, 36]",0.012,1.017,-1.984,1.848,0.008,0.015,17633.0,5201.0,1.0
"w[1, 37]",0.006,1.003,-1.843,1.864,0.008,0.013,15445.0,5301.0,1.0
"w[1, 38]",-0.002,1.005,-1.869,1.908,0.007,0.013,18078.0,5569.0,1.0
"w[1, 39]",0.006,0.999,-1.792,1.932,0.008,0.013,15128.0,5707.0,1.0
"w[1, 40]",-0.013,0.998,-1.889,1.849,0.008,0.013,17025.0,5706.0,1.0
"w[1, 41]",0.006,1.009,-1.967,1.791,0.008,0.013,16617.0,6036.0,1.0
"w[1, 42]",0.002,0.966,-1.876,1.79,0.008,0.012,15593.0,6340.0,1.0
"w[1, 43]",-0.008,1.002,-1.914,1.858,0.008,0.013,17028.0,5584.0,1.0
"w[1, 44]",-0.023,0.991,-1.918,1.774,0.008,0.013,17207.0,5400.0,1.0
"w[1, 45]",-0.022,0.996,-1.971,1.757,0.008,0.013,17539.0,5649.0,1.0
"w[1, 46]",-0.028,1.012,-1.917,1.878,0.008,0.013,16718.0,5605.0,1.0
"w[1, 47]",0.001,1.007,-1.862,1.932,0.008,0.013,16099.0,5314.0,1.0
"w[1, 48]",-0.007,0.973,-1.774,1.863,0.008,0.013,15405.0,5429.0,1.0
"w[1, 49]",-0.002,1.005,-1.838,1.923,0.008,0.013,17265.0,5793.0,1.0
"w[1, 50]",0.003,0.985,-1.942,1.758,0.008,0.013,15607.0,5788.0,1.0
"w[1, 51]",-0.007,1.043,-1.861,2.052,0.008,0.015,15201.0,5297.0,1.0
"w[1, 52]",-0.011,1.026,-1.903,1.946,0.008,0.015,15510.0,4927.0,1.0
"w[1, 53]",-0.007,1.008,-1.885,1.8,0.007,0.014,18359.0,5295.0,1.0
"w[1, 54]",0.002,0.998,-1.934,1.807,0.008,0.013,14777.0,5540.0,1.0
"w[1, 55]",-0.027,1.009,-1.92,1.865,0.008,0.013,16406.0,5641.0,1.0
"w[1, 56]",0.027,0.999,-1.85,1.905,0.008,0.013,15496.0,5364.0,1.0
"w[1, 57]",0.126,1.013,-1.823,1.975,0.009,0.013,13909.0,6038.0,1.0
"w[1, 58]",0.059,1.003,-1.72,2.009,0.008,0.014,16427.0,5485.0,1.0
"w[1, 59]",-0.023,0.989,-1.849,1.839,0.008,0.012,15577.0,6111.0,1.0
"w[1, 60]",-0.027,0.986,-1.829,1.856,0.008,0.014,16749.0,5351.0,1.0
"w[1, 61]",-0.014,0.988,-1.883,1.799,0.008,0.013,16090.0,5370.0,1.0
"w[1, 62]",0.016,1.005,-1.886,1.875,0.008,0.013,14549.0,5242.0,1.0
"w[1, 63]",-0.009,1.002,-1.882,1.903,0.008,0.014,17406.0,5852.0,1.0
"w[1, 64]",0.005,1.018,-1.88,1.902,0.008,0.014,17043.0,5742.0,1.0
"w[1, 65]",0.005,0.983,-1.858,1.847,0.008,0.013,15468.0,5357.0,1.0
"w[1, 66]",-0.009,1.0,-1.883,1.866,0.008,0.013,15820.0,5503.0,1.0
"w[1, 67]",-0.023,1.006,-1.915,1.903,0.008,0.014,16989.0,5589.0,1.0
"w[1, 68]",-0.011,0.964,-1.762,1.828,0.008,0.012,14570.0,4540.0,1.0
"w[1, 69]",0.002,0.997,-1.882,1.817,0.009,0.013,13491.0,5057.0,1.0
"w[1, 70]",0.038,1.003,-1.957,1.827,0.008,0.013,15932.0,5826.0,1.0
"w[1, 71]",0.005,1.007,-1.938,1.868,0.008,0.014,16189.0,5469.0,1.0
"w[1, 72]",-0.004,0.991,-1.858,1.842,0.007,0.013,17946.0,5617.0,1.0
"w[1, 73]",0.004,1.002,-1.865,1.867,0.008,0.013,16959.0,5853.0,1.0
"w[1, 74]",-0.012,1.004,-1.844,1.935,0.008,0.013,17915.0,5815.0,1.0
"w[1, 75]",0.014,0.996,-1.815,1.942,0.007,0.013,18373.0,5781.0,1.0
"w[1, 76]",-0.038,0.997,-1.909,1.844,0.008,0.013,16137.0,5333.0,1.0
"w[1, 77]",0.048,0.985,-1.785,1.908,0.008,0.012,16017.0,6021.0,1.0
"w[1, 78]",0.014,0.997,-1.746,1.955,0.008,0.013,16852.0,5355.0,1.0
"w[1, 79]",0.007,1.004,-1.827,1.875,0.007,0.013,18924.0,5629.0,1.0
"w[1, 80]",-0.02,0.99,-1.824,1.895,0.008,0.013,14136.0,5634.0,1.0
"w[1, 81]",-0.032,0.996,-1.939,1.859,0.008,0.013,14919.0,5392.0,1.0
"w[1, 82]",-0.024,0.994,-1.924,1.819,0.008,0.014,15109.0,4963.0,1.0
"w[1, 83]",0.001,0.988,-1.855,1.806,0.008,0.013,16645.0,5780.0,1.0
"w[1, 84]",0.028,1.006,-1.852,1.93,0.007,0.013,18152.0,5622.0,1.0
"w[1, 85]",0.006,0.99,-1.871,1.822,0.008,0.012,13815.0,5915.0,1.0
"w[1, 86]",-0.002,1.028,-1.971,1.888,0.008,0.014,16924.0,5224.0,1.0
"w[1, 87]",0.002,0.976,-1.792,1.833,0.007,0.012,17285.0,5892.0,1.0
"w[1, 88]",-0.009,1.002,-1.862,1.87,0.008,0.013,16174.0,5921.0,1.0
"w[1, 89]",-0.015,0.99,-1.88,1.878,0.008,0.013,16304.0,5346.0,1.0
"w[1, 90]",0.001,0.997,-1.939,1.811,0.008,0.014,15528.0,5461.0,1.0
"w[1, 91]",0.004,0.997,-1.902,1.843,0.008,0.013,17729.0,6052.0,1.0
"w[1, 92]",-0.026,0.967,-1.796,1.821,0.008,0.013,16334.0,5582.0,1.0
"w[1, 93]",0.006,0.993,-1.866,1.802,0.008,0.013,15640.0,5675.0,1.0
"w[1, 94]",-0.031,0.99,-1.87,1.819,0.007,0.013,20160.0,5731.0,1.0
"w[1, 95]",-0.005,0.99,-1.873,1.817,0.008,0.013,14654.0,4982.0,1.0
"w[1, 96]",-0.033,0.993,-1.982,1.777,0.008,0.014,17161.0,4929.0,1.0
"w[1, 97]",0.006,1.006,-1.854,1.918,0.008,0.013,16713.0,5183.0,1.0
"w[1, 98]",-0.053,0.998,-1.976,1.772,0.008,0.013,14609.0,5113.0,1.0
"w[1, 99]",-0.027,0.999,-1.809,1.946,0.007,0.014,18384.0,5232.0,1.0
"w[1, 100]",-0.027,0.994,-1.82,1.91,0.008,0.013,17069.0,5716.0,1.0
"w[1, 101]",0.021,1.005,-1.884,1.861,0.008,0.014,16406.0,5807.0,1.0
"w[1, 102]",0.012,0.999,-1.801,1.948,0.008,0.014,14020.0,5361.0,1.0
"w[1, 103]",0.006,1.019,-1.964,1.855,0.008,0.014,15290.0,5216.0,1.0
"w[1, 104]",0.007,0.993,-1.973,1.746,0.008,0.012,16162.0,5827.0,1.0
"w[1, 105]",-0.014,0.992,-1.91,1.816,0.008,0.014,14927.0,4862.0,1.0
"w[1, 106]",0.005,0.99,-1.873,1.826,0.008,0.013,17082.0,5272.0,1.0
"w[1, 107]",-0.019,1.021,-2.009,1.806,0.008,0.013,15237.0,5068.0,1.0
"w[1, 108]",-0.015,0.991,-1.863,1.843,0.007,0.013,21851.0,5442.0,1.0
"w[1, 109]",0.011,1.006,-1.829,1.908,0.008,0.014,15907.0,5703.0,1.0
"w[1, 110]",-0.011,1.015,-1.935,1.875,0.008,0.013,16781.0,5799.0,1.0
"w[1, 111]",-0.006,0.998,-1.905,1.808,0.008,0.013,15549.0,5978.0,1.0
"w[1, 112]",-0.006,0.999,-1.778,1.947,0.008,0.013,16293.0,5705.0,1.0
"w[1, 113]",0.015,1.01,-1.882,1.875,0.007,0.013,18561.0,5739.0,1.0
"w[1, 114]",0.007,0.971,-1.817,1.841,0.007,0.013,17930.0,5691.0,1.0
"w[1, 115]",-0.003,0.985,-1.811,1.865,0.007,0.013,17374.0,5403.0,1.0
"w[1, 116]",0.027,0.981,-1.936,1.716,0.007,0.013,17182.0,5976.0,1.0
"w[1, 117]",-0.011,1.017,-1.898,1.95,0.008,0.013,16907.0,5694.0,1.0
"w[1, 118]",0.0,1.002,-1.861,1.876,0.008,0.013,15546.0,5540.0,1.0
"w[1, 119]",-0.043,1.008,-1.918,1.872,0.008,0.014,16633.0,4880.0,1.0
"w[1, 120]",0.004,1.0,-1.775,1.995,0.008,0.014,15545.0,5191.0,1.0
"w[1, 121]",0.004,1.002,-1.887,1.897,0.008,0.013,15449.0,6101.0,1.0
"w[1, 122]",-0.03,1.005,-1.874,1.936,0.008,0.013,17505.0,5682.0,1.0
"w[1, 123]",-0.04,1.009,-1.936,1.827,0.009,0.013,13845.0,5156.0,1.0
"w[1, 124]",-0.008,1.016,-2.004,1.827,0.008,0.013,15297.0,5270.0,1.0
"w[2, 0]",0.016,0.996,-1.829,1.85,0.008,0.013,14590.0,5497.0,1.0
"w[2, 1]",0.002,1.001,-1.872,1.863,0.008,0.013,15308.0,4958.0,1.0
"w[2, 2]",-0.006,0.984,-1.802,1.938,0.008,0.012,16913.0,6140.0,1.0
"w[2, 3]",-0.006,0.987,-1.82,1.863,0.007,0.013,17630.0,5729.0,1.0
"w[2, 4]",-0.016,0.969,-1.878,1.811,0.008,0.012,14497.0,5617.0,1.0
"w[2, 5]",-0.006,1.019,-1.976,1.807,0.008,0.013,14856.0,5877.0,1.0
"w[2, 6]",0.009,0.99,-1.896,1.802,0.008,0.013,17384.0,5837.0,1.0
"w[2, 7]",0.008,1.01,-1.823,1.935,0.009,0.013,13890.0,5397.0,1.0
"w[2, 8]",0.001,1.007,-1.837,1.895,0.008,0.013,16510.0,5516.0,1.0
"w[2, 9]",0.011,1.009,-1.918,1.855,0.008,0.014,16469.0,5089.0,1.0
"w[2, 10]",-0.012,0.995,-1.942,1.781,0.008,0.013,16072.0,5789.0,1.0
"w[2, 11]",-0.004,0.983,-1.779,1.885,0.008,0.013,16696.0,5615.0,1.0
"w[2, 12]",0.011,1.0,-1.92,1.845,0.008,0.013,16404.0,5607.0,1.0
"w[2, 13]",0.009,0.998,-1.837,1.906,0.007,0.012,17993.0,5592.0,1.0
"w[2, 14]",-0.009,0.997,-1.931,1.775,0.007,0.013,18966.0,5609.0,1.0
"w[2, 15]",-0.007,0.994,-1.998,1.757,0.008,0.012,14037.0,5616.0,1.0
"w[2, 16]",-0.002,0.995,-1.919,1.81,0.008,0.012,15205.0,5684.0,1.0
"w[2, 17]",0.001,1.007,-1.953,1.837,0.008,0.013,14209.0,5935.0,1.0
"w[2, 18]",0.001,0.998,-1.868,1.873,0.009,0.013,13445.0,5527.0,1.0
"w[2, 19]",-0.005,0.995,-1.83,1.918,0.008,0.013,13914.0,6008.0,1.0
"w[2, 20]",-0.006,1.015,-1.869,1.922,0.009,0.012,13603.0,6092.0,1.0
"w[2, 21]",0.058,0.971,-1.764,1.88,0.008,0.013,14329.0,5904.0,1.0
"w[2, 22]",0.003,1.023,-1.946,1.883,0.01,0.013,10071.0,6009.0,1.0
"w[2, 23]",0.009,0.995,-1.829,1.949,0.008,0.013,15750.0,5972.0,1.0
